id,x,y,deg
034_21,s-87.267615,s-87.923918,s207.412311
034_22,s-89.132001,s-86.942435,s315.448544
034_23,s-86.865362,s-86.729997,s62.988561
034_24,s-87.536544,s-90.055923,s253.958822
034_25,s-86.750353,s-87.717728,s350.778297
034_26,s-86.723272,s-89.098155,s207.217892
034_27,s-88.217062,s-86.377269,s242.022770
034_28,s-89.938331,s-86.575587,s296.871001
034_29,s-86.577156,s-88.009603,s170.155888
034_30,s-88.945238,s-86.168558,s275.624906
034_31,s-86.424237,s-86.139709,s171.678362
034_32,s-87.167518,s-86.078170,s289.689198
034_33,s-86.380575,s-88.608071,s213.699546
035_0,s-89.490239,s-89.524201,s44.998469
035_1,s-90.095695,s-89.799321,s15.486047
035_2,s-89.441050,s-89.935740,s112.202907
035_3,s-89.093702,s-89.007464,s77.376261
035_4,s-89.071448,s-89.909507,s329.881810
035_5,s-90.333792,s-88.902178,s301.455412
035_6,s-88.860303,s-88.341907,s213.295591
035_7,s-89.276070,s-88.359577,s76.930400
035_8,s-88.443349,s-89.776022,s335.877390
035_9,s-88.186545,s-88.038888,s78.089573
035_10,s-89.494127,s-87.832073,s66.057164
035_11,s-88.098899,s-88.597985,s332.789258
035_12,s-90.165824,s-88.195651,s25.234457
035_13,s-87.877776,s-89.780886,s342.647919
035_14,s-88.785673,s-87.522757,s68.308470
035_15,s-88.136932,s-87.385772,s227.500361
035_16,s-89.963162,s-87.189468,s294.170374
035_17,s-87.493115,s-88.503420,s180.498761
035_18,s-87.497135,s-87.064623,s205.218878
035_19,s-87.243373,s-89.648489,s349.923871
035_20,s-88.524261,s-86.963660,s266.611685
035_21,s-87.267615,s-87.923918,s207.412311
035_22,s-89.132001,s-86.942435,s315.448544
035_23,s-86.865362,s-86.729997,s62.988561
035_24,s-87.536544,s-90.055923,s253.958822
035_25,s-86.750353,s-87.717728,s350.778297
035_26,s-86.723272,s-89.098155,s207.217892
035_27,s-88.217062,s-86.377269,s242.022770
035_28,s-89.938331,s-86.575587,s296.871001
035_29,s-86.577156,s-88.009603,s170.155888
035_30,s-88.945238,s-86.168558,s275.624906
035_31,s-86.424237,s-86.139709,s171.678362
035_32,s-87.167518,s-86.078170,s289.689198
035_33,s-86.380575,s-88.608071,s213.699546
035_34,s-86.035208,s-87.500806,s18.850936
