id,x,y,deg
095_72,s-83.647223,s-89.120233,s154.192889
095_73,s-87.569920,s-83.474909,s200.340461
095_74,s-83.506784,s-87.744172,s15.607763
095_75,s-88.453452,s-83.662706,s51.278459
095_76,s-86.165173,s-83.509807,s241.837134
095_77,s-83.433488,s-86.920354,s345.210128
095_78,s-83.516009,s-88.348023,s195.805017
095_79,s-84.324264,s-83.683732,s28.184829
095_80,s-88.164073,s-83.249220,s279.895753
095_81,s-89.520950,s-83.635140,s12.239558
095_82,s-83.267468,s-84.323190,s182.969672
095_83,s-83.228797,s-85.788589,s327.982412
095_84,s-82.893418,s-89.577568,s85.703138
095_85,s-83.040764,s-88.203518,s349.887038
095_86,s-85.559677,s-83.013264,s292.895743
095_87,s-82.991707,s-82.875715,s164.721967
095_88,s-86.615126,s-83.187475,s303.157225
095_89,s-84.130470,s-82.780503,s278.848395
095_90,s-82.914079,s-84.064206,s349.836363
095_91,s-82.631328,s-86.935456,s112.528889
095_92,s-82.711708,s-86.157571,s0.205892
095_93,s-88.472322,s-82.749881,s60.446445
095_94,s-86.835135,s-82.626921,s149.213758
096_0,s-89.132509,s-89.190110,s76.584239
096_1,s-89.725424,s-89.552272,s244.607425
096_2,s-88.897477,s-89.692386,s343.123252
096_3,s-89.699668,s-88.655932,s290.367574
096_4,s-88.602433,s-88.522804,s195.138784
096_5,s-88.250479,s-88.016595,s223.455821
096_6,s-88.367519,s-89.687065,s315.376671
096_7,s-88.669309,s-88.099998,s73.499351
096_8,s-87.436097,s-89.140195,s9.713865
096_9,s-87.917197,s-87.666921,s274.732261
096_10,s-88.572120,s-87.544355,s301.094993
096_11,s-88.926196,s-87.447711,s104.341810
096_12,s-87.357610,s-89.525255,s126.248387
096_13,s-87.396203,s-88.019889,s197.945594
096_14,s-87.126387,s-87.194668,s98.764485
096_15,s-89.765829,s-87.166518,s294.502919
096_16,s-86.770079,s-88.359229,s203.736143
096_17,s-88.082544,s-86.814337,s63.570785
096_18,s-86.796242,s-87.851167,s352.447421
096_19,s-86.866625,s-89.733358,s342.022512
096_20,s-87.671266,s-86.795125,s286.128760
096_21,s-86.522651,s-86.443083,s142.746147
096_22,s-89.290319,s-86.491624,s239.059643
096_23,s-88.018674,s-86.059366,s251.503111
096_24,s-86.101237,s-88.377312,s359.853009
096_25,s-87.071218,s-86.062661,s290.859498
096_26,s-86.095550,s-89.160316,s21.076777
096_27,s-86.257014,s-87.151985,s317.218777
096_28,s-89.781657,s-86.049572,s277.463216
096_29,s-88.691096,s-85.986244,s292.554272
096_30,s-89.607815,s-88.147579,s26.843251
096_31,s-86.010517,s-86.365438,s345.039607
096_32,s-85.820580,s-89.700559,s339.211223
096_33,s-86.365846,s-85.563419,s290.935256
096_34,s-85.712842,s-87.544488,s2.779010
096_35,s-87.554343,s-85.649529,s296.648174
096_36,s-85.543792,s-88.494847,s201.648615
096_37,s-89.467460,s-85.460943,s293.997591
096_38,s-85.359292,s-85.655269,s164.498944
096_39,s-85.506239,s-88.041682,s328.554181
096_40,s-88.454242,s-85.342942,s278.823575
096_41,s-85.241852,s-86.828795,s357.753476
096_42,s-85.202653,s-89.725765,s348.692639
096_43,s-85.087187,s-85.079868,s127.398478
096_44,s-86.292034,s-84.927103,s268.989147
096_45,s-87.295525,s-84.879273,s245.210361
096_46,s-84.873512,s-88.559139,s203.511696
096_47,s-84.767986,s-87.011546,s164.566065
096_48,s-88.202193,s-84.784676,s251.823375
096_49,s-89.033007,s-84.751676,s114.854512
096_50,s-84.758735,s-88.057579,s342.959596
096_51,s-84.778170,s-85.972349,s209.256870
096_52,s-84.584932,s-84.739433,s89.157433
096_53,s-84.509244,s-85.275067,s203.589251
096_54,s-85.501507,s-84.563311,s84.774041
096_55,s-89.535678,s-84.353222,s154.458794
096_56,s-88.650725,s-84.256076,s179.325354
096_57,s-86.993807,s-84.307658,s211.283583
096_58,s-87.709263,s-84.211709,s67.613882
096_59,s-84.369158,s-89.786379,s34.959738
096_60,s-85.192444,s-84.242702,s287.617628
096_61,s-84.253465,s-87.091163,s208.845776
096_62,s-86.416006,s-84.171703,s276.944942
096_63,s-84.190965,s-88.741193,s346.698511
096_64,s-84.073274,s-84.050234,s191.604347
096_65,s-84.018412,s-86.721780,s10.556697
096_66,s-89.038904,s-84.064636,s85.882582
096_67,s-87.059755,s-83.600974,s266.902716
096_68,s-83.716159,s-85.706773,s176.335532
096_69,s-83.785604,s-83.469759,s210.175811
096_70,s-83.472147,s-85.131095,s106.257824
096_71,s-85.091205,s-83.611068,s66.378462
096_72,s-83.647223,s-89.120233,s154.192889
096_73,s-87.569920,s-83.474909,s200.340461
096_74,s-83.506784,s-87.744172,s15.607763
096_75,s-88.453452,s-83.662706,s51.278459
096_76,s-86.165173,s-83.509807,s241.837134
096_77,s-83.433488,s-86.920354,s345.210128
096_78,s-83.516009,s-88.348023,s195.805017
096_79,s-84.324264,s-83.683732,s28.184829
096_80,s-88.164073,s-83.249220,s279.895753
096_81,s-89.520950,s-83.635140,s12.239558
096_82,s-83.267468,s-84.323190,s182.969672
096_83,s-83.228797,s-85.788589,s327.982412
096_84,s-82.893418,s-89.577568,s85.703138
096_85,s-83.040764,s-88.203518,s349.887038
096_86,s-85.559677,s-83.013264,s292.895743
096_87,s-82.991707,s-82.875715,s164.721967
096_88,s-86.615126,s-83.187475,s303.157225
096_89,s-84.130470,s-82.780503,s278.848395
096_90,s-82.914079,s-84.064206,s349.836363
096_91,s-82.631328,s-86.935456,s112.528889
096_92,s-82.711708,s-86.157571,s0.205892
096_93,s-88.472322,s-82.749881,s60.446445
096_94,s-86.835135,s-82.626921,s149.213758
096_95,s-82.663037,s-88.916455,s45.797142
097_0,s-89.132509,s-89.190110,s76.584239
097_1,s-89.725424,s-89.552272,s244.607425
097_2,s-88.897477,s-89.692386,s343.123252
097_3,s-89.699668,s-88.655932,s290.367574
097_4,s-88.602433,s-88.522804,s195.138784
097_5,s-88.250479,s-88.016595,s223.455821
097_6,s-88.367519,s-89.687065,s315.376671
097_7,s-88.669309,s-88.099998,s73.499351
097_8,s-87.436097,s-89.140195,s9.713865
097_9,s-87.917197,s-87.666921,s274.732261
097_10,s-88.572120,s-87.544355,s301.094993
097_11,s-88.926196,s-87.447711,s104.341810
097_12,s-87.357610,s-89.525255,s126.248387
097_13,s-87.396203,s-88.019889,s197.945594
097_14,s-87.126387,s-87.194668,s98.764485
097_15,s-89.765829,s-87.166518,s294.502919
097_16,s-86.770079,s-88.359229,s203.736143
097_17,s-88.082544,s-86.814337,s63.570785
097_18,s-86.796242,s-87.851167,s352.447421
097_19,s-86.866625,s-89.733358,s342.022512
097_20,s-87.671266,s-86.795125,s286.128760
097_21,s-86.522651,s-86.443083,s142.746147
097_22,s-89.290319,s-86.491624,s239.059643
097_23,s-88.018674,s-86.059366,s251.503111
097_24,s-86.101237,s-88.377312,s359.853009
097_25,s-87.071218,s-86.062661,s290.859498
097_26,s-86.095550,s-89.160316,s21.076777
097_27,s-86.257014,s-87.151985,s317.218777
097_28,s-89.781657,s-86.049572,s277.463216
097_29,s-88.691096,s-85.986244,s292.554272
097_30,s-89.607815,s-88.147579,s26.843251
097_31,s-86.010517,s-86.365438,s345.039607
097_32,s-85.820580,s-89.700559,s339.211223
097_33,s-86.365846,s-85.563419,s290.935256
097_34,s-85.712842,s-87.544488,s2.779010
097_35,s-87.554343,s-85.649529,s296.648174
097_36,s-85.543792,s-88.494847,s201.648615
097_37,s-89.467460,s-85.460943,s293.997591
097_38,s-85.359292,s-85.655269,s164.498944
097_39,s-85.506239,s-88.041682,s328.554181
097_40,s-88.454242,s-85.342942,s278.823575
097_41,s-85.241852,s-86.828795,s357.753476
097_42,s-85.202653,s-89.725765,s348.692639
097_43,s-85.087187,s-85.079868,s127.398478
097_44,s-86.292034,s-84.927103,s268.989147
097_45,s-87.295525,s-84.879273,s245.210361
097_46,s-84.873512,s-88.559139,s203.511696
097_47,s-84.767986,s-87.011546,s164.566065
097_48,s-88.202193,s-84.784676,s251.823375
097_49,s-89.033007,s-84.751676,s114.854512
097_50,s-84.758735,s-88.057579,s342.959596
097_51,s-84.778170,s-85.972349,s209.256870
097_52,s-84.584932,s-84.739433,s89.157433
097_53,s-84.509244,s-85.275067,s203.589251
097_54,s-85.501507,s-84.563311,s84.774041
097_55,s-89.535678,s-84.353222,s154.458794
097_56,s-88.650725,s-84.256076,s179.325354
097_57,s-86.993807,s-84.307658,s211.283583
097_58,s-87.709263,s-84.211709,s67.613882
097_59,s-84.369158,s-89.786379,s34.959738
097_60,s-85.192444,s-84.242702,s287.617628
097_61,s-84.253465,s-87.091163,s208.845776
097_62,s-86.416006,s-84.171703,s276.944942
097_63,s-84.190965,s-88.741193,s346.698511
097_64,s-84.073274,s-84.050234,s191.604347
097_65,s-84.018412,s-86.721780,s10.556697
097_66,s-89.038904,s-84.064636,s85.882582
097_67,s-87.059755,s-83.600974,s266.902716
097_68,s-83.716159,s-85.706773,s176.335532
097_69,s-83.785604,s-83.469759,s210.175811
097_70,s-83.472147,s-85.131095,s106.257824
097_71,s-85.091205,s-83.611068,s66.378462
097_72,s-83.647223,s-89.120233,s154.192889
097_73,s-87.569920,s-83.474909,s200.340461
097_74,s-83.506784,s-87.744172,s15.607763
097_75,s-88.453452,s-83.662706,s51.278459
097_76,s-86.165173,s-83.509807,s241.837134
097_77,s-83.433488,s-86.920354,s345.210128
097_78,s-83.516009,s-88.348023,s195.805017
097_79,s-84.324264,s-83.683732,s28.184829
097_80,s-88.164073,s-83.249220,s279.895753
097_81,s-89.520950,s-83.635140,s12.239558
097_82,s-83.267468,s-84.323190,s182.969672
097_83,s-83.228797,s-85.788589,s327.982412
097_84,s-82.893418,s-89.577568,s85.703138
097_85,s-83.040764,s-88.203518,s349.887038
097_86,s-85.559677,s-83.013264,s292.895743
097_87,s-82.991707,s-82.875715,s164.721967
097_88,s-86.615126,s-83.187475,s303.157225
097_89,s-84.130470,s-82.780503,s278.848395
097_90,s-82.914079,s-84.064206,s349.836363
097_91,s-82.631328,s-86.935456,s112.528889
097_92,s-82.711708,s-86.157571,s0.205892
097_93,s-88.472322,s-82.749881,s60.446445
097_94,s-86.835135,s-82.626921,s149.213758
097_95,s-82.663037,s-88.916455,s45.797142
097_96,s-82.590401,s-84.915348,s197.178169
098_0,s-89.132509,s-89.190110,s76.584239
098_1,s-89.725424,s-89.552272,s244.607425
098_2,s-88.897477,s-89.692386,s343.123252
098_3,s-89.699668,s-88.655932,s290.367574
098_4,s-88.602433,s-88.522804,s195.138784
098_5,s-88.250479,s-88.016595,s223.455821
098_6,s-88.367519,s-89.687065,s315.376671
098_7,s-88.669309,s-88.099998,s73.499351
098_8,s-87.436097,s-89.140195,s9.713865
098_9,s-87.917197,s-87.666921,s274.732261
098_10,s-88.572120,s-87.544355,s301.094993
098_11,s-88.926196,s-87.447711,s104.341810
098_12,s-87.357610,s-89.525255,s126.248387
098_13,s-87.396203,s-88.019889,s197.945594
098_14,s-87.126387,s-87.194668,s98.764485
098_15,s-89.765829,s-87.166518,s294.502919
098_16,s-86.770079,s-88.359229,s203.736143
098_17,s-88.082544,s-86.814337,s63.570785
098_18,s-86.796242,s-87.851167,s352.447421
098_19,s-86.866625,s-89.733358,s342.022512
098_20,s-87.671266,s-86.795125,s286.128760
098_21,s-86.522651,s-86.443083,s142.746147
098_22,s-89.290319,s-86.491624,s239.059643
098_23,s-88.018674,s-86.059366,s251.503111
098_24,s-86.101237,s-88.377312,s359.853009
098_25,s-87.071218,s-86.062661,s290.859498
098_26,s-86.095550,s-89.160316,s21.076777
098_27,s-86.257014,s-87.151985,s317.218777
098_28,s-89.781657,s-86.049572,s277.463216
098_29,s-88.691096,s-85.986244,s292.554272
098_30,s-89.607815,s-88.147579,s26.843251
098_31,s-86.010517,s-86.365438,s345.039607
098_32,s-85.820580,s-89.700559,s339.211223
098_33,s-86.365846,s-85.563419,s290.935256
098_34,s-85.712842,s-87.544488,s2.779010
098_35,s-87.554343,s-85.649529,s296.648174
098_36,s-85.543792,s-88.494847,s201.648615
098_37,s-89.467460,s-85.460943,s293.997591
098_38,s-85.359292,s-85.655269,s164.498944
098_39,s-85.506239,s-88.041682,s328.554181
098_40,s-88.454242,s-85.342942,s278.823575
098_41,s-85.241852,s-86.828795,s357.753476
098_42,s-85.202653,s-89.725765,s348.692639
098_43,s-85.087187,s-85.079868,s127.398478
098_44,s-86.292034,s-84.927103,s268.989147
098_45,s-87.295525,s-84.879273,s245.210361
098_46,s-84.873512,s-88.559139,s203.511696
098_47,s-84.767986,s-87.011546,s164.566065
098_48,s-88.202193,s-84.784676,s251.823375
098_49,s-89.033007,s-84.751676,s114.854512
098_50,s-84.758735,s-88.057579,s342.959596
098_51,s-84.778170,s-85.972349,s209.256870
098_52,s-84.584932,s-84.739433,s89.157433
098_53,s-84.509244,s-85.275067,s203.589251
098_54,s-85.501507,s-84.563311,s84.774041
098_55,s-89.535678,s-84.353222,s154.458794
098_56,s-88.650725,s-84.256076,s179.325354
098_57,s-86.993807,s-84.307658,s211.283583
098_58,s-87.709263,s-84.211709,s67.613882
098_59,s-84.369158,s-89.786379,s34.959738
098_60,s-85.192444,s-84.242702,s287.617628
098_61,s-84.253465,s-87.091163,s208.845776
098_62,s-86.416006,s-84.171703,s276.944942
098_63,s-84.190965,s-88.741193,s346.698511
098_64,s-84.073274,s-84.050234,s191.604347
098_65,s-84.018412,s-86.721780,s10.556697
098_66,s-89.038904,s-84.064636,s85.882582
098_67,s-87.059755,s-83.600974,s266.902716
098_68,s-83.716159,s-85.706773,s176.335532
098_69,s-83.785604,s-83.469759,s210.175811
098_70,s-83.472147,s-85.131095,s106.257824
098_71,s-85.091205,s-83.611068,s66.378462
098_72,s-83.647223,s-89.120233,s154.192889
098_73,s-87.569920,s-83.474909,s200.340461
098_74,s-83.506784,s-87.744172,s15.607763
098_75,s-88.453452,s-83.662706,s51.278459
098_76,s-86.165173,s-83.509807,s241.837134
098_77,s-83.433488,s-86.920354,s345.210128
098_78,s-83.516009,s-88.348023,s195.805017
098_79,s-84.324264,s-83.683732,s28.184829
098_80,s-88.164073,s-83.249220,s279.895753
098_81,s-89.520950,s-83.635140,s12.239558
098_82,s-83.267468,s-84.323190,s182.969672
098_83,s-83.228797,s-85.788589,s327.982412
098_84,s-82.893418,s-89.577568,s85.703138
098_85,s-83.040764,s-88.203518,s349.887038
098_86,s-85.559677,s-83.013264,s292.895743
098_87,s-82.991707,s-82.875715,s164.721967
098_88,s-86.615126,s-83.187475,s303.157225
098_89,s-84.130470,s-82.780503,s278.848395
098_90,s-82.914079,s-84.064206,s349.836363
098_91,s-82.631328,s-86.935456,s112.528889
098_92,s-82.711708,s-86.157571,s0.205892
098_93,s-88.472322,s-82.749881,s60.446445
098_94,s-86.835135,s-82.626921,s149.213758
098_95,s-82.663037,s-88.916455,s45.797142
098_96,s-82.590401,s-84.915348,s197.178169
098_97,s-84.608308,s-82.533248,s69.740469
099_0,s-89.132509,s-89.190110,s76.584239
099_1,s-89.725424,s-89.552272,s244.607425
099_2,s-88.897477,s-89.692386,s343.123252
099_3,s-89.699668,s-88.655932,s290.367574
099_4,s-88.602433,s-88.522804,s195.138784
099_5,s-88.250479,s-88.016595,s223.455821
099_6,s-88.367519,s-89.687065,s315.376671
099_7,s-88.669309,s-88.099998,s73.499351
099_8,s-87.436097,s-89.140195,s9.713865
099_9,s-87.917197,s-87.666921,s274.732261
099_10,s-88.572120,s-87.544355,s301.094993
099_11,s-88.926196,s-87.447711,s104.341810
099_12,s-87.357610,s-89.525255,s126.248387
099_13,s-87.396203,s-88.019889,s197.945594
099_14,s-87.126387,s-87.194668,s98.764485
099_15,s-89.765829,s-87.166518,s294.502919
099_16,s-86.770079,s-88.359229,s203.736143
099_17,s-88.082544,s-86.814337,s63.570785
099_18,s-86.796242,s-87.851167,s352.447421
099_19,s-86.866625,s-89.733358,s342.022512
099_20,s-87.671266,s-86.795125,s286.128760
099_21,s-86.522651,s-86.443083,s142.746147
099_22,s-89.290319,s-86.491624,s239.059643
099_23,s-88.018674,s-86.059366,s251.503111
099_24,s-86.101237,s-88.377312,s359.853009
099_25,s-87.071218,s-86.062661,s290.859498
099_26,s-86.095550,s-89.160316,s21.076777
099_27,s-86.257014,s-87.151985,s317.218777
099_28,s-89.781657,s-86.049572,s277.463216
099_29,s-88.691096,s-85.986244,s292.554272
099_30,s-89.607815,s-88.147579,s26.843251
099_31,s-86.010517,s-86.365438,s345.039607
099_32,s-85.820580,s-89.700559,s339.211223
099_33,s-86.365846,s-85.563419,s290.935256
099_34,s-85.712842,s-87.544488,s2.779010
099_35,s-87.554343,s-85.649529,s296.648174
099_36,s-85.543792,s-88.494847,s201.648615
099_37,s-89.467460,s-85.460943,s293.997591
099_38,s-85.359292,s-85.655269,s164.498944
099_39,s-85.506239,s-88.041682,s328.554181
099_40,s-88.454242,s-85.342942,s278.823575
099_41,s-85.241852,s-86.828795,s357.753476
099_42,s-85.202653,s-89.725765,s348.692639
099_43,s-85.087187,s-85.079868,s127.398478
099_44,s-86.292034,s-84.927103,s268.989147
099_45,s-87.295525,s-84.879273,s245.210361
099_46,s-84.873512,s-88.559139,s203.511696
099_47,s-84.767986,s-87.011546,s164.566065
099_48,s-88.202193,s-84.784676,s251.823375
099_49,s-89.033007,s-84.751676,s114.854512
099_50,s-84.758735,s-88.057579,s342.959596
099_51,s-84.778170,s-85.972349,s209.256870
099_52,s-84.584932,s-84.739433,s89.157433
099_53,s-84.509244,s-85.275067,s203.589251
099_54,s-85.501507,s-84.563311,s84.774041
099_55,s-89.535678,s-84.353222,s154.458794
099_56,s-88.650725,s-84.256076,s179.325354
099_57,s-86.993807,s-84.307658,s211.283583
099_58,s-87.709263,s-84.211709,s67.613882
099_59,s-84.369158,s-89.786379,s34.959738
099_60,s-85.192444,s-84.242702,s287.617628
099_61,s-84.253465,s-87.091163,s208.845776
099_62,s-86.416006,s-84.171703,s276.944942
099_63,s-84.190965,s-88.741193,s346.698511
099_64,s-84.073274,s-84.050234,s191.604347
099_65,s-84.018412,s-86.721780,s10.556697
099_66,s-89.038904,s-84.064636,s85.882582
099_67,s-87.059755,s-83.600974,s266.902716
099_68,s-83.716159,s-85.706773,s176.335532
099_69,s-83.785604,s-83.469759,s210.175811
099_70,s-83.472147,s-85.131095,s106.257824
099_71,s-85.091205,s-83.611068,s66.378462
099_72,s-83.647223,s-89.120233,s154.192889
099_73,s-87.569920,s-83.474909,s200.340461
099_74,s-83.506784,s-87.744172,s15.607763
099_75,s-88.453452,s-83.662706,s51.278459
099_76,s-86.165173,s-83.509807,s241.837134
099_77,s-83.433488,s-86.920354,s345.210128
099_78,s-83.516009,s-88.348023,s195.805017
099_79,s-84.324264,s-83.683732,s28.184829
099_80,s-88.164073,s-83.249220,s279.895753
099_81,s-89.520950,s-83.635140,s12.239558
099_82,s-83.267468,s-84.323190,s182.969672
099_83,s-83.228797,s-85.788589,s327.982412
099_84,s-82.893418,s-89.577568,s85.703138
099_85,s-83.040764,s-88.203518,s349.887038
099_86,s-85.559677,s-83.013264,s292.895743
099_87,s-82.991707,s-82.875715,s164.721967
099_88,s-86.615126,s-83.187475,s303.157225
099_89,s-84.130470,s-82.780503,s278.848395
099_90,s-82.914079,s-84.064206,s349.836363
099_91,s-82.631328,s-86.935456,s112.528889
099_92,s-82.711708,s-86.157571,s0.205892
099_93,s-88.472322,s-82.749881,s60.446445
099_94,s-86.835135,s-82.626921,s149.213758
099_95,s-82.663037,s-88.916455,s45.797142
099_96,s-82.590401,s-84.915348,s197.178169
099_97,s-84.608308,s-82.533248,s69.740469
099_98,s-85.846238,s-82.355668,s112.342314
100_0,s-89.132509,s-89.190110,s76.584239
100_1,s-89.725424,s-89.552272,s244.607425
100_2,s-88.897477,s-89.692386,s343.123252
100_3,s-89.699668,s-88.655932,s290.367574
100_4,s-88.602433,s-88.522804,s195.138784
100_5,s-88.250479,s-88.016595,s223.455821
100_6,s-88.367519,s-89.687065,s315.376671
100_7,s-88.669309,s-88.099998,s73.499351
100_8,s-87.436097,s-89.140195,s9.713865
100_9,s-87.917197,s-87.666921,s274.732261
100_10,s-88.572120,s-87.544355,s301.094993
100_11,s-88.926196,s-87.447711,s104.341810
100_12,s-87.357610,s-89.525255,s126.248387
100_13,s-87.396203,s-88.019889,s197.945594
100_14,s-87.126387,s-87.194668,s98.764485
100_15,s-89.765829,s-87.166518,s294.502919
100_16,s-86.770079,s-88.359229,s203.736143
100_17,s-88.082544,s-86.814337,s63.570785
100_18,s-86.796242,s-87.851167,s352.447421
100_19,s-86.866625,s-89.733358,s342.022512
100_20,s-87.671266,s-86.795125,s286.128760
100_21,s-86.522651,s-86.443083,s142.746147
100_22,s-89.290319,s-86.491624,s239.059643
100_23,s-88.018674,s-86.059366,s251.503111
100_24,s-86.101237,s-88.377312,s359.853009
100_25,s-87.071218,s-86.062661,s290.859498
100_26,s-86.095550,s-89.160316,s21.076777
100_27,s-86.257014,s-87.151985,s317.218777
100_28,s-89.781657,s-86.049572,s277.463216
100_29,s-88.691096,s-85.986244,s292.554272
100_30,s-89.607815,s-88.147579,s26.843251
100_31,s-86.010517,s-86.365438,s345.039607
100_32,s-85.820580,s-89.700559,s339.211223
100_33,s-86.365846,s-85.563419,s290.935256
100_34,s-85.712842,s-87.544488,s2.779010
100_35,s-87.554343,s-85.649529,s296.648174
100_36,s-85.543792,s-88.494847,s201.648615
100_37,s-89.467460,s-85.460943,s293.997591
100_38,s-85.359292,s-85.655269,s164.498944
100_39,s-85.506239,s-88.041682,s328.554181
100_40,s-88.454242,s-85.342942,s278.823575
100_41,s-85.241852,s-86.828795,s357.753476
100_42,s-85.202653,s-89.725765,s348.692639
100_43,s-85.087187,s-85.079868,s127.398478
100_44,s-86.292034,s-84.927103,s268.989147
100_45,s-87.295525,s-84.879273,s245.210361
100_46,s-84.873512,s-88.559139,s203.511696
100_47,s-84.767986,s-87.011546,s164.566065
100_48,s-88.202193,s-84.784676,s251.823375
100_49,s-89.033007,s-84.751676,s114.854512
100_50,s-84.758735,s-88.057579,s342.959596
100_51,s-84.778170,s-85.972349,s209.256870
100_52,s-84.584932,s-84.739433,s89.157433
100_53,s-84.509244,s-85.275067,s203.589251
100_54,s-85.501507,s-84.563311,s84.774041
100_55,s-89.535678,s-84.353222,s154.458794
100_56,s-88.650725,s-84.256076,s179.325354
100_57,s-86.993807,s-84.307658,s211.283583
100_58,s-87.709263,s-84.211709,s67.613882
100_59,s-84.369158,s-89.786379,s34.959738
100_60,s-85.192444,s-84.242702,s287.617628
100_61,s-84.253465,s-87.091163,s208.845776
100_62,s-86.416006,s-84.171703,s276.944942
100_63,s-84.190965,s-88.741193,s346.698511
100_64,s-84.073274,s-84.050234,s191.604347
100_65,s-84.018412,s-86.721780,s10.556697
100_66,s-89.038904,s-84.064636,s85.882582
100_67,s-87.059755,s-83.600974,s266.902716
100_68,s-83.716159,s-85.706773,s176.335532
100_69,s-83.785604,s-83.469759,s210.175811
100_70,s-83.472147,s-85.131095,s106.257824
100_71,s-85.091205,s-83.611068,s66.378462
100_72,s-83.647223,s-89.120233,s154.192889
100_73,s-87.569920,s-83.474909,s200.340461
100_74,s-83.506784,s-87.744172,s15.607763
100_75,s-88.453452,s-83.662706,s51.278459
100_76,s-86.165173,s-83.509807,s241.837134
100_77,s-83.433488,s-86.920354,s345.210128
100_78,s-83.516009,s-88.348023,s195.805017
100_79,s-84.324264,s-83.683732,s28.184829
100_80,s-88.164073,s-83.249220,s279.895753
100_81,s-89.520950,s-83.635140,s12.239558
100_82,s-83.267468,s-84.323190,s182.969672
100_83,s-83.228797,s-85.788589,s327.982412
100_84,s-82.893418,s-89.577568,s85.703138
100_85,s-83.040764,s-88.203518,s349.887038
100_86,s-85.559677,s-83.013264,s292.895743
100_87,s-82.991707,s-82.875715,s164.721967
100_88,s-86.615126,s-83.187475,s303.157225
100_89,s-84.130470,s-82.780503,s278.848395
100_90,s-82.914079,s-84.064206,s349.836363
100_91,s-82.631328,s-86.935456,s112.528889
100_92,s-82.711708,s-86.157571,s0.205892
100_93,s-88.472322,s-82.749881,s60.446445
100_94,s-86.835135,s-82.626921,s149.213758
100_95,s-82.663037,s-88.916455,s45.797142
100_96,s-82.590401,s-84.915348,s197.178169
100_97,s-84.608308,s-82.533248,s69.740469
100_98,s-85.846238,s-82.355668,s112.342314
100_99,s-82.254179,s-82.462949,s58.222559
101_0,s-89.132509,s-89.190110,s76.584239
101_1,s-89.725424,s-89.552272,s244.607425
101_2,s-88.897477,s-89.692386,s343.123252
101_3,s-89.699668,s-88.655932,s290.367574
101_4,s-88.602433,s-88.522804,s195.138784
101_5,s-88.250479,s-88.016595,s223.455821
101_6,s-88.367519,s-89.687065,s315.376671
101_7,s-88.669309,s-88.099998,s73.499351
101_8,s-87.436097,s-89.140195,s9.713865
101_9,s-87.917197,s-87.666921,s274.732261
101_10,s-88.572120,s-87.544355,s301.094993
101_11,s-88.926196,s-87.447711,s104.341810
101_12,s-87.357610,s-89.525255,s126.248387
101_13,s-87.396203,s-88.019889,s197.945594
101_14,s-87.126387,s-87.194668,s98.764485
101_15,s-89.765829,s-87.166518,s294.502919
101_16,s-86.770079,s-88.359229,s203.736143
101_17,s-88.082544,s-86.814337,s63.570785
101_18,s-86.796242,s-87.851167,s352.447421
101_19,s-86.866625,s-89.733358,s342.022512
101_20,s-87.671266,s-86.795125,s286.128760
101_21,s-86.522651,s-86.443083,s142.746147
101_22,s-89.290319,s-86.491624,s239.059643
101_23,s-88.018674,s-86.059366,s251.503111
101_24,s-86.101237,s-88.377312,s359.853009
101_25,s-87.071218,s-86.062661,s290.859498
101_26,s-86.095550,s-89.160316,s21.076777
101_27,s-86.257014,s-87.151985,s317.218777
101_28,s-89.781657,s-86.049572,s277.463216
101_29,s-88.691096,s-85.986244,s292.554272
101_30,s-89.607815,s-88.147579,s26.843251
101_31,s-86.010517,s-86.365438,s345.039607
101_32,s-85.820580,s-89.700559,s339.211223
101_33,s-86.365846,s-85.563419,s290.935256
101_34,s-85.712842,s-87.544488,s2.779010
101_35,s-87.554343,s-85.649529,s296.648174
101_36,s-85.543792,s-88.494847,s201.648615
101_37,s-89.467460,s-85.460943,s293.997591
101_38,s-85.359292,s-85.655269,s164.498944
101_39,s-85.506239,s-88.041682,s328.554181
101_40,s-88.454242,s-85.342942,s278.823575
101_41,s-85.241852,s-86.828795,s357.753476
101_42,s-85.202653,s-89.725765,s348.692639
101_43,s-85.087187,s-85.079868,s127.398478
101_44,s-86.292034,s-84.927103,s268.989147
101_45,s-87.295525,s-84.879273,s245.210361
101_46,s-84.873512,s-88.559139,s203.511696
101_47,s-84.767986,s-87.011546,s164.566065
101_48,s-88.202193,s-84.784676,s251.823375
101_49,s-89.033007,s-84.751676,s114.854512
101_50,s-84.758735,s-88.057579,s342.959596
101_51,s-84.778170,s-85.972349,s209.256870
101_52,s-84.584932,s-84.739433,s89.157433
101_53,s-84.509244,s-85.275067,s203.589251
101_54,s-85.501507,s-84.563311,s84.774041
101_55,s-89.535678,s-84.353222,s154.458794
101_56,s-88.650725,s-84.256076,s179.325354
101_57,s-86.993807,s-84.307658,s211.283583
101_58,s-87.709263,s-84.211709,s67.613882
101_59,s-84.369158,s-89.786379,s34.959738
101_60,s-85.192444,s-84.242702,s287.617628
101_61,s-84.253465,s-87.091163,s208.845776
101_62,s-86.416006,s-84.171703,s276.944942
101_63,s-84.190965,s-88.741193,s346.698511
101_64,s-84.073274,s-84.050234,s191.604347
101_65,s-84.018412,s-86.721780,s10.556697
101_66,s-89.038904,s-84.064636,s85.882582
101_67,s-87.059755,s-83.600974,s266.902716
101_68,s-83.716159,s-85.706773,s176.335532
